업체(시설)명,지도점검일자,점검사항,지도점검구분,소재지주소
민쥬얼리,20160607,발생폐수 적정보관 및 위탁여부,정기,서울특별시 성북구 길음동 1281번지 
대성섬유,20160526,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 207-13번지 
반도염색,20160525,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 97번지 
한국섬유,20160525,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-1번지 
세검정셀프세차타운,20160517,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 부암동 185-1번지 
월드염색,20160512,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 239-29번지 
삼성세차장,20160511,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 효자동 60-1번지 
미주염색,20160504,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 98-2번지 
미보,20160503,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 묘동 70-1번지 
(주)한국금거래소쓰리엠,20160503,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 묘동 188-1번지 
와이에이치이골드,20160503,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 묘동 35-1번지 
대주페트로(주)종로지점 안풍주유소,20160428,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 홍지동 126-1번지 
한국섬유,20160427,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-1번지 
종암염색,20160427,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 471번지 
성신염색,20160427,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 456-2번지 1층 
골드존,20160426,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 돈의동 50번지 
새하얀,20160426,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 11-14번지 
예닮주얼리,20160426,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 와룡동 50-2번지 
골드마인,20160426,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 묘동 1번지 
코크쥬얼리,20160426,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 권농동 187-20번지 
지엔에스,20160426,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 돈의동 50번지 
진영염색,20160421,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 33-9번지 
정원염색,20160421,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 32-5번지 1층 
(주)신풍지퍼,20160421,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 69-2번지 
자하문주유소,20160420,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 부암동 155-3번지 
원도금,20160414,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
보람,20160414,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 묘동 78번지 
혜화카프라자,20160331,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 명륜1가 32-2번지 
원도금,20160325,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
태평양염색,20160323,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 444-3번지 1층 
태성도금,20160322,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 권농동 188-2번지 
백양염색,20160316,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 창신동 421-1번지 
또래도금,20160314,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 9-1번지 
새하얀,20160314,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 40-1번지 
선경도금,20160314,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-13번지 (2층) 
보람,20160314,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 묘동 78번지 
이태리도금,20160314,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
선도금,20160314,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 134번지 
프로방스쥬얼리,20160314,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 11-6번지 
샤론도금,20160314,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 12-4번지 
유진염색,20160310,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 248-2번지 
인디안염색사,20160310,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 446번지 
중앙염색,20160310,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 447번지 
선경섬유,20160310,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-2번지 
태평양염색,20160309,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 444-3번지 1층 
진흥염색,20160309,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 465번지 
성신염색,20160309,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 456-2번지 1층 
협동염색,20160303,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 종로5가 473번지 
한국섬유,20160303,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 종로5가 460-1번지 
삼원염색,20160303,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 종로5가 484번지 
(주)두양,20160303,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 종로6가 240-3번지 
컴퓨터도금,20160302,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 117-2번지 301호 
양지사,20160302,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 117-2번지 
건후사,20160302,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 104번지 
홍콩멕기,20160302,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 묘동 33번지 2층 
덕흥기념사,20160302,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 묘동 30-1번지 
청지,20160302,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 118-1번지 
선경섬유,20160225,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-2번지 
월드염색,20160225,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 239-29번지 
종암염색,20160225,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 471번지 
신아염색,20160225,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 34번지 
혜화카프라자,20160218,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 명륜1가 32-2번지 
원도금,20160129,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
서울적십자 병원,20160127,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 평동 164번지 
또래도금,20160126,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 9-1번지 
새하얀,20160126,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 40-1번지 
선경도금,20160126,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-13번지 (2층) 
이태리도금,20160126,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
선도금,20160126,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 134번지 
보람,20160126,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 묘동 78번지 
샤론도금,20160126,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,20160126,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 11-6번지 
청운자동차공업사,20151229,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 누하동 184-4번지 
원도금,20151229,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
동남문화사,20151229,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 창신동 330-24번지 
청와대 제 101 경비단,20151229,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 궁정동 8-1번지 
보람,20151222,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 묘동 78번지 
샤론도금,20151222,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,20151222,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 11-6번지 
또래도금,20151222,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 9-1번지 
새하얀,20151222,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 40-1번지 
선경도금,20151222,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-13번지 (2층) 
이태리도금,20151222,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
선도금,20151222,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 134번지 
서울적십자 병원,20151217,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 평동 164번지 
혜화카프라자,20151201,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 명륜1가 32-2번지 
원도금,20151127,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
럭키주얼리,20151127,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 원남동 277번지 
아트섬유,20151119,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 459번지 1층 
푸른염색,20151119,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 194-5번지 
종오섬유,20151119,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 206-12번지 
협동염색,20151119,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 473번지 
선도금,20151117,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 134번지 
샤론도금,20151117,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,20151117,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 11-6번지 
또래도금,20151117,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 9-1번지 
새하얀,20151117,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 40-1번지 
선경도금,20151117,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-13번지 (2층) 
보람,20151117,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 묘동 78번지 
이태리도금,20151117,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
국군서울지구병원,20151105,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 삼청동 25-1번지 
세란병원,20151105,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 무악동 32-2번지 
특종주유소,20151104,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 평창동 198-1번지 
원도금,20151029,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
북악주유소,20151022,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 평창동 103-1번지 
새하얀,20151021,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 40-1번지 
선경도금,20151021,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-13번지 (2층) 
이태리도금,20151021,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
선도금,20151021,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 134번지 
명경주유소,20151020,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 평창동 80-1번지 
보람,20151008,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 묘동 78번지 
블레스,20151008,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 11-14번지 
샤론도금,20151008,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,20151008,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 11-6번지 
또래도금,20151008,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 9-1번지 
원도금,20150917,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
서울대학교치과병원,20150916,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 연건동 275-1번지 
푸른염색,20150916,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 194-5번지 
서울대학교 치의학대학원,20150916,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 연건동 28-21번지 
서울대학교 의과대학,20150916,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 연건동 28번지 
서울대학교 병원,20150916,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 연건동 28번지 
서울대학교 병원,20150916,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 연건동 28번지 
서울대학교병원 암센터,20150916,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 연건동 28-21번지 
서울대학교병원첨단치료개발센터,20150916,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 연건동 28번지 
선도금,20150914,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 134번지 
샤론도금,20150914,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,20150914,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 11-6번지 
또래도금,20150914,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 9-1번지 
새하얀,20150914,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 40-1번지 
선경도금,20150914,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-13번지 (2층) 
보람,20150914,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 묘동 78번지 
이태리도금,20150914,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
우리염색,20150910,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 188-8번지 
한국섬유,20150910,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-1번지 
종오섬유,20150910,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 206-12번지 
(주)신풍지퍼,20150910,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 69-2번지 
대성섬유,20150910,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 207-13번지 
진흥염색,20150910,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 465번지 
신미기업,20150908,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 134-7번지 
용마,20150908,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 40번지 
예원기획,20150908,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 39-2번지 
금호부식,20150908,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 75번지 
청룡부식,20150908,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 132번지 
태영,20150904,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 39-3번지 
종로공예사,20150904,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 79-1번지 
토탈싸인성수아트,20150904,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 77-1번지 
현대부식,20150904,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 44번지 
보라기업,20150904,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 21-9번지 
백양염색,20150827,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 창신동 421-1번지 
미주염색,20150827,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 98-2번지 
세일염색,20150827,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-2번지 
정원염색,20150827,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 32-5번지 1층 
삼원염색,20150827,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 484번지 
인디안염색사,20150827,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 446번지 
원도금,20150825,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
중앙염색,20150812,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 447번지 
인디안염색사,20150812,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 446번지 
삼원염색,20150812,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 484번지 
신아염색,20150812,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 34번지 
협동염색,20150812,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 473번지 
선경도금,20150811,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-13번지 (2층) 
보람,20150811,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 묘동 78번지 
이태리도금,20150811,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
선도금,20150811,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 134번지 
샤론도금,20150811,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,20150811,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 11-6번지 
또래도금,20150811,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 9-1번지 
새하얀,20150811,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 40-1번지 
미주염색,20150721,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 98-2번지 
진흥염색,20150721,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 465번지 
유진염색,20150721,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 248-2번지 
신아염색,20150721,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 34번지 
(주)신풍지퍼,20150721,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 69-2번지 
원도금,20150717,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
제일염색,20150716,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 225-25번지 1층 
푸른염색,20150716,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 194-5번지 
종오섬유,20150716,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 206-12번지 
아트섬유,20150716,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 459번지 1층 
대성섬유,20150716,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 207-13번지 
한국방송통신대학교,20150715,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 동숭동 169번지 
상명대학교,20150713,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 홍지동 7번지 상명대학교 
또래도금,20150709,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 9-1번지 
새하얀,20150709,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 40-1번지 
선경도금,20150709,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-13번지 (2층) 
이태리도금,20150709,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
보람,20150709,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 묘동 78번지 
샤론도금,20150709,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,20150709,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 11-6번지 
선도금,20150709,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 134번지 
정원염색,20150618,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 32-5번지 1층 
월드염색,20150618,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 239-29번지 
반도염색,20150618,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 97번지 
백양염색,20150618,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 창신동 421-1번지 
삼원염색,20150618,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 484번지 
(주)신풍지퍼,20150618,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 69-2번지 
또래도금,20150616,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 9-1번지 
새하얀,20150616,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 40-1번지 
선경도금,20150616,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-13번지 (2층) 
보람,20150616,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 묘동 78번지 
이태리도금,20150616,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
선도금,20150616,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 134번지 
샤론도금,20150616,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,20150616,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 11-6번지 
원도금,20150611,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
(주)두양,20150610,폐수배출시설 및 방지시설 정상가동 여부,수시,서울특별시 종로구 종로6가 240-3번지 
종로염색,20150610,폐수배출시설 및 방지시설 정상가동 여부,수시,서울특별시 종로구 효제동 197-1번지 
성신염색,20150610,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 456-2번지 1층 
한국섬유,20150610,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-1번지 
선도금,20150518,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 134번지 
샤론도금,20150518,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,20150518,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 11-6번지 
또래도금,20150518,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 9-1번지 
새하얀,20150518,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 40-1번지 
선경도금,20150518,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-13번지 (2층) 
보람,20150518,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 묘동 78번지 
이태리도금,20150518,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
원도금,20150515,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
진영염색,20150514,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 33-9번지 
미주염색,20150514,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 98-2번지 
