업체(시설)명,지도점검일자,점검사항,지도점검구분,소재지주소
인디안염색사,20150514,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 446번지 
백양염색,20150514,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 창신동 421-1번지 
세일염색,20150429,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-2번지 
정원염색,20150429,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 32-5번지 1층 
반도염색,20150429,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 97번지 
월드염색,20150429,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 239-29번지 
종로염색,20150416,폐수배출시설 및 방지시설 정상가동 여부,수시,서울특별시 종로구 효제동 197-1번지 
성신염색,20150416,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 456-2번지 1층 
한국섬유,20150416,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-1번지 
(주)두양,20150416,폐수배출시설 및 방지시설 정상가동 여부,수시,서울특별시 종로구 종로6가 240-3번지 
원도금,20150415,행정처분 이행여부,수시,서울특별시 종로구 연지동 59번지 3층 
선도금,20150415,행정처분 이행여부,수시,서울특별시 종로구 봉익동 134번지 
이태리도금,20150415,행정처분 이행여부,수시,서울특별시 종로구 봉익동 38-9번지 
진영염색,20150408,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 33-9번지 
신광염색,20150408,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 225-19번지 
협동염색,20150408,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 473번지 
유진염색,20150408,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 248-2번지 
원일문화사,20150401,행정처분 이행 확인,수시,서울특별시 종로구 창신동 329-8번지 
유진염색,20150401,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 248-2번지 
삼원염색,20150401,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 484번지 
성신염색,20150401,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 456-2번지 1층 
신아염색,20150401,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 34번지 
진흥염색,20150401,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 465번지 
대성섬유,20150401,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 207-13번지 
비젼애드커뮤니케이션,20150401,행정처분 이행 확인,수시,서울특별시 종로구 창신동 330-30번지 1층 
선도금,20150330,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 134번지 
이태리도금,20150330,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
또래도금,20150324,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 9-1번지 
새하얀,20150324,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 40-1번지 
선경도금,20150324,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-13번지 (2층) 
보람,20150324,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 묘동 78번지 
샤론도금,20150324,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,20150324,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 11-6번지 
월드염색,20150318,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 239-29번지 
협동염색,20150318,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 473번지 
세일염색,20150318,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-2번지 
아트섬유,20150318,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 459번지 1층 
원도금,20150317,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 연지동 59번지 3층 
(주)삼성문화사,20150311,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 창신동 329-17번지 
비젼애드커뮤니케이션,20150311,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 창신동 330-30번지 1층 
원일문화사,20150311,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 창신동 329-8번지 
수암크리스탈,20150305,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 134-7번지 
경희대학교부설 지구환경연구소,20150305,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 권농동 115-3번지 지하1층 
코디도금,20150304,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 82번지 
골드파트너,20150304,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 38-9번지 
명성멕기,20150304,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 38-19번지 
창신사,20150304,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 묘동 78번지 
제일기획,20150304,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 묘동 33번지 
동광기업,20150304,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 익선동 166-29번지 
장안기업,20150304,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 돈의동 1번지 
삼화도금,20150304,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 100번지 
선도금,20150227,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 134번지 
원도금,20150227,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
미성,20150227,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 39-2번지 
이태리도금,20150227,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
한국섬유,20150225,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-1번지 
종암염색,20150225,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 471번지 
태평양염색,20150225,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 444-3번지 1층 
중앙염색,20150225,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 447번지 
한양도금,20150211,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 116번지 
나라도금,20150211,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 117-2번지 영동빌딩 308 
금미사,20150211,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 141-1번지 
세화사,20150211,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 141-1번지 
종로멕기,20150211,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 154번지 
건후사,20150211,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 104번지 
수현도금,20150211,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 117-2번지 영동빌딩 213호
두리멕기,20150211,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 116번지 종로빌딩 202호 
미성,20150128,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 39-2번지 
선도금,20150128,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 134번지 
이태리도금,20150128,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
원도금,20150122,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
태평양염색,20150107,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 444-3번지 1층 
원도금,20141230,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
평화당인쇄(주),20141226,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 견지동 60번지 
혜화카프라자,20141226,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 명륜1가 32-2번지 
이태리도금,20141215,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
미성,20141215,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 39-2번지 
김반장수리방,20141215,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 묘동 42번지 
선도금,20141215,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 134번지 
주)바이오앤진,20141211,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 명륜1가 10-1번지 12층 
백양염색,20141211,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 창신동 421-1번지 
세란병원,20141120,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 무악동 32-2번지 
자하문주유소,20141120,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 부암동 155-3번지 
삼성세차장,20141120,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 효자동 60-1번지 
세검정셀프세차타운,20141120,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 부암동 185-1번지 
서울적십자 병원,20141120,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 평동 164번지 
원도금,20141118,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 연지동 59번지 3층 
미성,20141117,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 39-2번지 
이태리도금,20141117,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 38-9번지 
선도금,20141117,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 134번지 
김반장수리방,20141117,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 묘동 42번지 
금광부식,20141023,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 106번지 
한국부식,20141023,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 139번지 
대진부식,20141023,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 130-2번지 
관수부식,20141023,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 관수동 130-2번지 
푸른염색,20141016,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 194-5번지 
종로염색,20141016,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 효제동 197-1번지 
월드염색,20141010,폐수배출시설 및 방지시설 정상가동 여부,수시,서울특별시 종로구 종로6가 239-29번지 
수암크리스탈,20141008,폐수배출시설 및 방지시설 정상가동 여부,수시,서울특별시 종로구 관수동 134-7번지 
월드염색,20141006,폐수배출시설 및 방지시설 정상가동 여부,수시,서울특별시 종로구 종로6가 239-29번지 
OK카서비스,20140925,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 평창동 66-32번지 
세란병원,20140925,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 무악동 32-2번지 
서울적십자 병원,20140925,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 평동 164번지 
대주페트로(주)종로지점 안풍주유소,20140925,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 홍지동 126-1번지 
명도금,20140917,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 11-7번지 
종오섬유,20140917,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 206-12번지 
반도염색,20140915,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 97번지 
대성섬유,20140915,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 207-13번지 
원도금,20140915,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 연지동 59번지 3층 
신풍지퍼,20140915,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 69-2번지 
미주염색,20140915,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 98-2번지 
이태리도금,20140912,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-9번지 
선도금,20140912,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 134번지 
백양염색,20140912,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 창신동 421-1번지 
김반장수리방,20140912,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 묘동 42번지 
미성,20140912,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 39-2번지 
선경도금,20140912,발생폐수 적정보관 및 위탁여부,수시,서울특별시 종로구 봉익동 38-13번지 (2층) 
홍콩멕기,20140902,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 묘동 33번지 2층 
정원염색,20140828,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 32-5번지 1층 
신아염색,20140828,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 34번지 
유진염색,20140828,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 248-2번지 
중앙염색,20140828,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 447번지 
인디안염색사,20140828,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 446번지 
수암크리스탈,20140814,미신고 폐수배출시설 사용중지 명령 확인,기타,서울특별시 종로구 관수동 130-1번지 
중앙염색,20140808,행정처분 이행여부 확인 등,정기,서울특별시 종로구 종로5가 447번지 
삼원염색,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 484번지 
대성섬유,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 충신동 207-13번지 
신풍지퍼,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 충신동 69-2번지 
종오섬유,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 충신동 206-12번지 
미주염색,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로6가 98-2번지 
신아염색,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로6가 34번지 
푸른염색,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로6가 194-5번지 
정원염색,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로6가 32-5번지 1층 
협동염색,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 473번지 
진흥염색,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 465번지 
세일염색,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 460-2번지 
한국섬유,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 460-1번지 
미주염색,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 459번지 1층 
성신염색,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 456-2번지 1층 
중앙염색,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 447번지 
인디안염색사,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 446번지 
유진염색,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 248-2번지 
제일염색,20140715,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 225-25번지 1층 
반도염색,20140715,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로6가 97번지 
협동염색,20140618,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 473번지 
진흥염색,20140618,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 465번지 
삼원염색,20140618,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 484번지 
성신염색,20140618,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 456-2번지 1층 
미주염색,20140617,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 459번지 1층 
한국섬유,20140617,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-1번지 
세일염색,20140617,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-2번지 
알파색채 주식회사,20140617,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 평창동 283-1번지 
서울대학교 암연구소,20140521,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 연건동 28번지 
서울대학교 간연구소,20140521,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 연건동 28번지 (28-2) 
세란병원,20140521,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 무악동 32-2번지 
백양염색,20140515,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 창신동 421-1번지 
유진염색,20140515,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 248-2번지 
중앙염색,20140515,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 447번지 
신풍지퍼,20140515,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 충신동 69-2번지 
반도염색,20140514,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 97번지 
신아염색,20140514,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 34번지 
미주염색,20140514,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 98-2번지 
정원염색,20140514,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 32-5번지 1층 
건후사,20140421,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 104번지 
(주)씨앤케이다이아몬드,20140411,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 옥인동 16번지 2층 
(재)한국의학연구소한국중부의원,20140408,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 당주동 100번지 세종빌딩 1층(107~109호) 
의료법인하나로의료재단하나로의원,20140408,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 인사동 194-4번지 
(주)두양,20140403,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 240-3번지 
효제사,20140403,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 238-32번지 
미주염색,20140403,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 459번지 1층 
삼원염색,20140403,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 484번지 
협동염색,20140403,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 473번지 
푸른염색,20140403,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로6가 194-5번지 
세종종합상사,20140327,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 돈의동 154번지 
희전부식,20140327,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 돈의동 44-1번지 
컴퓨터멕기방,20140327,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 117-2번지 301호 
매일기획,20140327,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 와룡동 172-2번지 4층 
양지사,20140327,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 117-2번지 
청지,20140327,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 봉익동 118-1번지 
다래기획,20140327,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 돈의동 154번지 
덕흥기념사,20140327,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 묘동 30-1번지 
제일염색,20140320,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 225-25번지 1층 
진흥염색,20140320,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 465번지 
세일염색,20140320,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-2번지 
인디안염색사,20140320,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 446번지 
한국섬유,20140320,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 460-1번지 
성신염색,20140320,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 종로5가 456-2번지 1층 
대성,20131031,배출시설 및 방지시설 적정가동여부 등,정기,서울특별시 종로구 관수동 143-7번지 
알파색채(주),20131031,배출시설 및 방지시설 적정가동여부 등,정기,서울특별시 종로구 평창동 283-1번지 
종로칠,20131031,배출시설 및 방지시설 적정가동여부 등,정기,서울특별시 종로구 관수동 102-2번지 
광명기획,20131031,배출시설 및 방지시설 적정가동여부 등,정기,서울특별시 종로구 관수동 130-2번지 
반도염색,20131001,개선이행에따른 폐수배출시설 및 방지시설 정상가동 여부 등,기타,서울특별시 종로구 종로6가 97번지 
제일염색,20130925,폐수배출시설 및 방지시설 정상가동 여부 등,기타,서울특별시 종로구 종로5가 225-25번지 1층 
청와대 제 101 경비단,20130910,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 궁정동 8-1번지 
세란병원,20130906,폐수배출시설 및 방지시설 정상가동 여부 등,정기,서울특별시 종로구 무악동 32-2번지 
서울대학교병원 암센터,20130906,폐수배출시설 및 방지시설 정상가동 여부 등,정기,서울특별시 종로구 연건동 28-21번지 
세란병원,20130906,발생폐수 적정보관 및 위탁여부 등,정기,서울특별시 종로구 무악동 9-13번지 4층 
국군서울지구병원,20130906,폐수배출시설 및 방지시설 정상가동 여부 등,정기,서울특별시 종로구 삼청동 25-1번지 
제일염색,20130828,개선이행에 따른 폐수배출시설 및 방지시설 정상가동여부 등,기타,서울특별시 종로구 종로5가 225-25번지 1층 
서울대학교 암연구소,20130828,폐수배출시설 및 방지시설 정상가동여부 등,정기,서울특별시 종로구 연건동 28번지 
제일기획,20130827,발생폐수 적정보관 및 위탁여부 등,정기,서울특별시 종로구 묘동 33번지 
쁘띠,20130827,발생폐수 적정보관 및 위탁여부 등,기타,서울특별시 종로구 묘동 99-1번지 외 1필지(102-1) 
진성기획,20130827,발생폐수 적정보관 및 위탁여부 등,정기,서울특별시 종로구 관수동 113-2번지 
태영,20130827,발생폐수 적정보관 및 위탁여부 등,기타,서울특별시 종로구 관수동 39-3번지 
보라기업,20130827,발생폐수 적정보관 및 위탁여부 등,기타,서울특별시 종로구 관수동 21-9번지 
특종주유소,20130822,폐수배출시설 및 방지시설 정상가동여부,기타,서울특별시 종로구 평창동 198-1번지 
신풍지퍼,20130620,폐수배출시설 및 방지시설 정상가동여부 등,합동,서울특별시 종로구 충신동 69-2번지 
동원상사,20130620,폐수배출시설 및 방지시설 정상가동여부 등,합동,서울특별시 종로구 효제동 204번지 
종로염색,20130620,폐수배출시설 및 방지시설 정상가동여부 등,합동,서울특별시 종로구 효제동 197-1번지 
백양염색,20130620,폐수배출시설 및 방지시설 정상가동여부 등,합동,서울특별시 종로구 창신동 421-1번지 
대성섬유,20130620,폐수배출시설 및 방지시설 정상가동여부 등,합동,서울특별시 종로구 충신동 207-13번지 
종오섬유,20130620,폐수배출시설 및 방지시설 정상가동여부 등,합동,서울특별시 종로구 충신동 206-12번지 
종암염색,20130620,폐수배출시설 및 방지시설 정상가동여부 등,합동,서울특별시 종로구 종로5가 471번지 
